"tax_id","species_id","parent_tax_id","rank","name"
"154159",,"154152","tribe","Acritini"
"154160",,"154159","genus","Acritus"
"1586938",333,"154160","species","Acritus homoeopathicus"
"877760",335,"154160","species","Acritus nigricornis"
"40083",,"7135","subfamily","Phycitinae"
"687068",,"40083","genus","Acrobasis"
"1594216",336,"687068","species","Acrobasis advenella"
"1100900",337,"687068","species","Acrobasis consociella"
"1869399",338,"687068","species","Acrobasis marmorea"
"1100902",339,"687068","species","Acrobasis repandana"
"2560888",340,"687068","species","Acrobasis sodalella"
"1857951",341,"687068","species","Acrobasis suavella"
"1100903",342,"687068","species","Acrobasis tumidana"
"6300",,"6236","suborder","Tylenchina"
"2082208",,"6300","infraorder","Cephalobomorpha"
"55745",,"2082208","superfamily","Cephaloboidea"
"29166",,"55745","family","Cephalobidae"
"55786",,"29166","genus","Acrobeles"
"114846",343,"55786","species","Acrobeles ciliatus"
"293684",344,"55786","species","Acrobeles complexus"
"1386332",345,"55786","species","Acrobeles mariannae"
"70201",,"29166","genus","Acrobeloides"
"403128",346,"70201","species","Acrobeloides buetschlii"
"290746",347,"70201","species","Acrobeloides nanus"
"2012539",348,"70201","species","Acrobeloides tricornis"
"2116661",,"9126","superfamily","Sylvioidea"
"36270",,"2116661","family","Sylviidae"
"330750",,"36270","subfamily","Acrocephalinae"
"39620",,"330750","genus","Acrocephalus"
"68476",349,"39620","species","Acrocephalus agricola"
"39621",350,"39620","species","Acrocephalus arundinaceus"
"68474",351,"39620","species","Acrocephalus dumetorum"
"68470",352,"39620","species","Acrocephalus melanopogon"
"68471",353,"39620","species","Acrocephalus paludicola"
"68475",354,"39620","species","Acrocephalus palustris"
"52609",355,"39620","species","Acrocephalus schoenobaenus"
"48156",356,"39620","species","Acrocephalus scirpaceus"
"50670",,"43733","superfamily","Nemestrinoidea"
"92616",,"50670","family","Acroceridae"
"210245",,"92616","genus","Acrocera"
"1329454",357,"210245","species","Acrocera sanguinea"
"98966",,"41011","family","Gracillariidae"
"2319623",,"98966","subfamily","Acrocercopinae"
"198962",,"2319623","genus","Acrocercops"
"198963",358,"198962","species","Acrocercops brongniardella"
"7586",,"33511","phylum","Echinodermata"
"133551",,"7586","clade","Eleutherozoa"
"7587",,"133551","superclass","Asterozoa"
"7618",,"7587","class","Ophiuroidea"
"2594221",,"7618","subclass","Myophiuroidea"
"2594222",,"2594221","infraclass","Metophiurida"
"2594223",,"2594222","superorder","Ophintegrida"
"2783457",,"2594223","order","Amphilepidida"
"133711",,"2783457","suborder","Ophiurina"
"41168",,"133711","infraorder","Gnathophiurina"
"2785021",,"41168","superfamily","Amphiuroidea"
"106738",,"2785021","family","Amphiuridae"
"82557",,"106738","genus","Acrocnida"
"82558",359,"82557","species","Acrocnida brachiata"
"65182",,"7408","subfamily","Pimplinae"
"273982",,"65182","tribe","Ephialtini"
"290692",,"273982","genus","Acrodactyla"
"1835277",362,"290692","species","Acrodactyla carinator"
"290693",363,"290692","species","Acrodactyla degener"
"572548",365,"290692","species","Acrodactyla quadrisculpta"
"229771",,"229894","superfamily","Galumnoidea"
"229772",,"229771","family","Galumnidae"
"708377",,"229772","genus","Acrogalumna"
"708378",366,"708377","species","Acrogalumna longipluma"
"37582",,"37567","superfamily","Yponomeutoidea"
"51653",,"37582","family","Plutellidae"
"1178206",,"51653","genus","Acrolepia"
"1291411",367,"1178206","species","Acrolepia autumnitella"
"57685",,"51653","genus","Acrolepiopsis"
"57686",368,"57685","species","Acrolepiopsis assectella"
"295598",,"66542","genus","Acrolocha"
"1553019",371,"295598","species","Acrolocha pliginskii"
"295599",372,"295598","species","Acrolocha sulcula"
"977779",,"977775","clade","Hygrophila"
"216441",,"977779","superfamily","Lymnaeoidea"
"240809",,"216441","family","Acroloxidae"
"240810",,"240809","genus","Acroloxus"
"240811",373,"240810","species","Acroloxus lacustris"
"7434",,"7400","infraorder","Aculeata"
"2153479",,"7434","superfamily","Formicoidea"
"36668",,"2153479","family","Formicidae"
"34695",,"36668","subfamily","Myrmicinae"
"143999",,"34695","tribe","Attini"
"64782",,"143999","genus","Acromyrmex"
"230683",375,"64782","species","Acromyrmex coronatus"
"230687",376,"64782","species","Acromyrmex lundi"
"95175",,"7100","subfamily","Acronictinae"
"56362",,"95175","genus","Acronicta"
"987859",377,"56362","species","Acronicta aceris"
"987860",378,"56362","species","Acronicta alni"
"997507",379,"56362","species","Acronicta auricoma"
"997508",380,"56362","species","Acronicta cuspis"
"987861",381,"56362","species","Acronicta euphorbiae"
"987862",382,"56362","species","Acronicta leporina"
"987864",383,"56362","species","Acronicta menyanthidis"
"987865",384,"56362","species","Acronicta psi"
"753146",385,"56362","species","Acronicta rumicis"
"997509",386,"56362","species","Acronicta strigosa"
"1754069",387,"56362","species","Acronicta tridens"
"77713",,"116561","family","Chydoridae"
"362321",,"77713","genus","Acroperus"
"362322",389,"362321","species","Acroperus harpae"
"144250",,"273982","genus","Acropimpla"
"2776030",393,"144250","species","Acropimpla pictipes"
"626767",,"92558","subfamily","Peloropeodinae"
"627132",,"626767","genus","Acropsilus"
"1000591",394,"627132","species","Acropsilus niger"
"172377",,"65171","tribe","Cryptini"
"172380",,"172377","subtribe","Osprynchotina"
"172369",,"172380","genus","Acroricnus"
"172370",395,"172369","species","Acroricnus stylator"
"65167",,"7408","subfamily","Tryphoninae"
"256603",,"65167","tribe","Exenterini"
"493641",,"256603","genus","Acrotomus"
"493642",401,"493641","species","Acrotomus succinctus"
"351509",,"29026","no rank","Tachyporinae group"
"135860",,"351509","subfamily","Aleocharinae"
"619357",,"135860","tribe","Athetini"
"619381",,"619357","genus","Acrotona"
"1553020",402,"619381","species","Acrotona amplicollis"
"1553021",403,"619381","species","Acrotona aterrima"
"1553023",407,"619381","species","Acrotona fungi"
"1586940",408,"619381","species","Acrotona muscorum"
"1143013",410,"619381","species","Acrotona obfuscata"
"1553024",411,"619381","species","Acrotona orbata"
"877761",413,"619381","species","Acrotona parens"
"1553025",414,"619381","species","Acrotona parvula"
"877762",415,"619381","species","Acrotona pseudotenera"
"1553027",416,"619381","species","Acrotona pygmaea"
"1501858",417,"619381","species","Acrotona sylvicola"
"75545",,"75543","family","Ptiliidae"
"361593",,"75545","subfamily","Acrotrichinae"
"280319",,"361593","genus","Acrotrichis"
"346681",418,"280319","species","Acrotrichis atomaria"
"927774",420,"280319","species","Acrotrichis cephalotes"
"1553028",421,"280319","species","Acrotrichis cognata"
"1553029",423,"280319","species","Acrotrichis fascicularis"
"2185133",,"280319","subgenus","Ctenopteryx"
"1586941",424,"2185133","species","Acrotrichis grandicollis"
"361583",426,"280319","species","Acrotrichis insularis"
"346682",427,"280319","species","Acrotrichis intermedia"
"1553030",429,"2185133","species","Acrotrichis montandonii"
"1586942",436,"280319","species","Acrotrichis sericans"
"346684",438,"280319","species","Acrotrichis sitkaensis"
"1553350",,"66542","genus","Acrulia"
"1553351",440,"1553350","species","Acrulia inflata"
"95179",,"7100","subfamily","Noctuinae"
"2555566",,"95179","tribe","Noctuini"
"989867",,"2555566","genus","Actebia"
"1869403",441,"989867","species","Actebia praecox"
"41087",,"41084","infraorder","Elateriformia"
"71193",,"41087","superfamily","Elateroidea"
"30009",,"71193","family","Elateridae"
"947300",,"30009","subfamily","Prosterninae"
"341270",,"947300","genus","Actenicerus"
"869165",442,"341270","species","Actenicerus siaelandicus"
"977774",,"216305","clade","lower Heterobranchia"
"71510",,"977774","superfamily","Acteonoidea"
"71511",,"71510","family","Acteonidae"
"71512",,"71511","genus","Acteon"
"71513",443,"71512","species","Acteon tornatilis"
"54288",,"27474","subfamily","Tachininae"
"113240",,"54288","tribe","Siphonini"
"880992",,"113240","genus","Actia"
"1918020",444,"880992","species","Actia crassicornis"
"1918021",445,"880992","species","Actia infantula"
"1918022",446,"880992","species","Actia lamia"
"1918025",447,"880992","species","Actia pilipennis"
"211084",,"92616","genus","Actina"
"931492",450,"211084","species","Actina chalybea"
"6101",,"6073","class","Anthozoa"
"6102",,"6101","subclass","Hexacorallia"
"6103",,"6102","order","Actiniaria"
"42822",,"6103","family","Actiniidae"
"6104",,"42822","genus","Actinia"
"6106",451,"6104","species","Actinia equina"
"396334",452,"6104","species","Actinia fragacea"
"227527",,"6103","family","Sagartiidae"
"396346",,"227527","genus","Actinothoe"
"396347",456,"396346","species","Actinothoe sphyrodeta"
"572922",,"7100","subfamily","Xyleninae"
"753263",,"572922","genus","Actinotia"
"753264",457,"753263","species","Actinotia polyodon"
"8906",,"8825","order","Charadriiformes"
"8917",,"8906","family","Scolopacidae"
"190658",,"8917","genus","Actitis"
"320702",458,"190658","species","Actitis hypoleucos"
"190659",459,"190658","species","Actitis macularius"
"1930602",,"33342","superorder","Psocodea"
"85819",,"1930602","order","Phthiraptera"
"50629",,"85819","suborder","Amblycera"
"50630",,"50629","family","Menoponidae"
"160072",,"50630","genus","Actornithophilus"
"160074",467,"160072","species","Actornithophilus piceus"
"378099",,"2072716","superfamily","Acuarioidea"
"378100",,"378099","family","Acuariidae"
"2660636",,"378100","genus","Cheilospirura"
"2660637",472,"2660636","species","Cheilospirura hamulosa"
"6913",,"74975","family","Araneidae"
"1108130",,"6913","genus","Aculepeira"
"1871913",473,"1108130","species","Aculepeira ceropegia"
"426501",,"70320","subfamily","Phyllocoptinae"
"426515",,"426501","tribe","Anthocoptini"
"644139",,"426515","genus","Aculops"
"2813514",474,"644139","species","Aculops fuchsiae"
"1227671",475,"644139","species","Aculops lycopersici"
"644140",,"426515","genus","Aculus"
"2813516",491,"644140","species","Aculus schlechtendali"
"60759",,"71541","tribe","Harpalini"
"247331",,"60759","genus","Acupalpus"
"2560902",496,"247331","species","Acupalpus brunnipes"
"346686",497,"247331","species","Acupalpus dubius"
"247332",498,"247331","species","Acupalpus elegans"
"877763",499,"247331","species","Acupalpus exiguus"
"1553031",500,"247331","species","Acupalpus flavicollis"
"346687",501,"247331","species","Acupalpus meridianus"
"877764",502,"247331","species","Acupalpus parvulus"
"560519",,"30080","genus","Acutaspis"
"2038794",503,"560519","species","Acutaspis agavis"
"560520",504,"560519","species","Acutaspis albopicta"
"351514",,"29026","no rank","Staphylininae group"
"82886",,"351514","subfamily","Staphylininae"
"295648",,"82886","tribe","Staphylinini"
"875713",,"295648","genus","Acylophorus"
"1553032",508,"875713","species","Acylophorus wagenschieberi"
"33380",,"33373","infraorder","Aphidomorpha"
"33385",,"33380","superfamily","Aphidoidea"
"27482",,"33385","family","Aphididae"
"133076",,"27482","subfamily","Aphidinae"
"33386",,"133076","tribe","Macrosiphini"
"7028",,"33386","genus","Acyrthosiphon"
"527513",509,"7028","species","Acyrthosiphon caraganae"
"796218",510,"7028","species","Acyrthosiphon chelidonii"
"263998",515,"7028","species","Acyrthosiphon loti"
"527516",516,"7028","species","Acyrthosiphon malvae"
"7029",517,"7028","species","Acyrthosiphon pisum"
"104493",,"104431","superfamily","Pterophoroidea"
"186111",,"104493","family","Pterophoridae"
"186112",,"186111","subfamily","Pterophorinae"
"690229",,"186112","genus","Adaina"
"1594217",519,"690229","species","Adaina microdactyla"
"71526",,"41088","superfamily","Cucujoidea"
"7080",,"71526","family","Coccinellidae"
"7081",,"7080","subfamily","Coccinellinae"
"263631",,"7081","tribe","Coccinellini"
"7083",,"263631","genus","Adalia"
"7084",520,"7083","species","Adalia bipunctata"
"1553033",521,"7083","species","Adalia conglomerata"
"115343",522,"7083","species","Adalia decempunctata"
"86626",,"6103","suborder","Nynantheae"
"42824",,"86626","family","Hormathiidae"
"94990",,"42824","genus","Adamsia"
"176095",524,"94990","species","Adamsia palliata"
"1955247",,"7524","suborder","Auchenorrhyncha"
"33365",,"1955247","infraorder","Cicadomorpha"
"33368",,"33365","superfamily","Membracoidea"
"30102",,"33368","family","Cicadellidae"
"33372",,"30102","subfamily","Deltocephalinae"
"706783",,"33372","genus","Adarrus"
"2049901",525,"706783","species","Adarrus multinotatus"
"37584",,"41197","superfamily","Incurvarioidea"
"30222",,"37584","family","Adelidae"
"30223",,"30222","genus","Adela"
"1869408",526,"30223","species","Adela croesella"
"1660571",527,"30223","species","Adela cuprella"
"233158",528,"30223","species","Adela reaumurella"
"2560903",529,"30223","species","Adela violella"
"33382",,"33380","superfamily","Phylloxeroidea"
"33383",,"33382","family","Adelgidae"
"38118",,"33383","genus","Adelges"
"133063",530,"38118","species","Adelges laricis"
"749401",,"33383","genus","Dreyfusia"
"749403",531,"749401","species","Dreyfusia piceae"
"749391",532,"38118","species","Adelges tardus"
"6340",,"1206795","phylum","Annelida"
"42113",,"6340","class","Clitellata"
"6381",,"42113","subclass","Oligochaeta"
"6382",,"6381","order","Haplotaxida"
"6383",,"6382","suborder","Tubificina"
"2109251",,"6383","family","Naididae"
"1780201",,"2109251","subfamily","Phallodrilinae"
"1592942",,"1780201","genus","Adelodrilus"
"1592943",535,"1592942","species","Adelodrilus pusillus"
"236659",,"173680","tribe","Mirini"
"236345",,"236659","genus","Adelphocoris"
"236346",538,"236345","species","Adelphocoris lineolatus"
"1437084",539,"236345","species","Adelphocoris quadripunctatus"
"1545073",540,"236345","species","Adelphocoris seticornis"
"219441",,"71527","family","Aderidae"
"432856",,"219441","genus","Aderus"
"442080",545,"432856","species","Aderus populneus"
"30062",,"43754","family","Anthomyiidae"
"1993396",,"30062","subfamily","Anthomyiinae"
"1423843",,"1993396","genus","Adia"
"2163040",546,"1423843","species","Adia cinerella"
"78480",,"68882","genus","Adialytus"
"78481",547,"78480","species","Adialytus ambiguus"
"78483",549,"78480","species","Adialytus salicaphis"
"30263",,"85604","order","Trichoptera"
"93875",,"30263","suborder","Integripalpia"
"1683727",,"93875","infraorder","Brevitentoria"
"93879",,"1683727","superfamily","Leptoceroidea"
"50642",,"93879","family","Leptoceridae"
"177823",,"50642","subfamily","Leptocerinae"
"516533",,"177823","tribe","Triaenodini"
"699886",,"516533","genus","Adicella"
"1875068",550,"699886","species","Adicella filicornis"
"699887",551,"699886","species","Adicella reducta"
"2697496",,"2697495","clade","Gnathifera"
"10190",,"2697496","phylum","Rotifera"
"2816136",,"10190","class","Eurotatoria"
"44578",,"2816136","subclass","Bdelloidea"
"104779",,"44578","order","Adinetida"
"104780",,"104779","family","Adinetidae"
"104781",,"104780","genus","Adineta"
"563912",552,"104781","species","Adineta barbata"
"433695",554,"104781","species","Adineta gracilis"
"104782",555,"104781","species","Adineta vaga"
"196999",,"71526","family","Latridiidae"
"1915154",,"196999","genus","Adistemia"
"1915155",556,"1915154","species","Adistemia watsoni"
"179436",,"43917","tribe","Blondeliini"
"569136",,"179436","genus","Admontia"
"1918026",557,"569136","species","Admontia blanda"
"1890072",558,"569136","species","Admontia grandicornis"
"1918027",559,"569136","species","Admontia maculisquama"
"1918028",560,"569136","species","Admontia seria"
"236375",,"33358","family","Cydnidae"
"468222",,"236375","subfamily","Sehirinae"
"1289571",,"468222","genus","Adomerus"
"2066004",561,"1289571","species","Adomerus biguttatus"
"229802",,"229894","superfamily","Gustavioidea"
"66608",,"229802","family","Liacaridae"
"229810",,"66608","genus","Adoristes"
"708363",563,"229810","species","Adoristes ovatus"
"81689",,"65022","tribe","Archipini"
"85584",,"81689","genus","Adoxophyes"
"480707",564,"85584","species","Adoxophyes orana"
"116139",,"30009","subfamily","Elaterinae"
"869180",,"116139","genus","Adrastus"
"1586948",565,"869180","species","Adrastus limbatus"
"1553034",566,"869180","species","Adrastus pallens"
"869181",567,"869180","species","Adrastus rachifer"
"104435",,"104430","superfamily","Zygaenoidea"
"115354",,"104435","family","Zygaenidae"
"287183",,"115354","subfamily","Procridinae"
"287101",,"287183","genus","Adscita"
