"tax_id","species_id","kingdom","phylum","class","order","family","genus","species","identification_reference"
"AHCYSI10173",185,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria macrorhyncha","Nalepa, 1889"
"AHCYSI10174",186,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria macrotuberculata","Nalepa, 1895"
"9QYDSMJQ47G",187,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria megacera","Canestrini & Massalongo, 1893"
"EUIQYXGVMMO",188,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria mentharia","Canestrini, 1890"
"AHCYSI10175",189,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria multistriata","Nalepa, 1891"
"LAXK7WKR3FC",190,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria myriadeum","Murray, 1877"
"AHCYSI10176",191,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria nervisequa","Canestrini, 1891"
"AHCYSI10177",192,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria oculata","Oudemans, 1925"
"AHCYSI10178",193,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria ononidis","Canestrini, 1890"
"AHCYSI10179",194,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria oxalidis","Trotter, 1902"
"AHCYSI10180",195,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria peucedani","Canestrini, 1892"
"266FIAJ2KHU",196,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria pilosellae","Nalepa, 1892"
"AHCYSI10181",197,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria plicator","Nalepa, 1890"
"AHCYSI10182",198,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria pseudoplatanea","Nalepa, 1922"
"AHCYSI10183",199,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria pseudoplatani","Corti, 1905"
"AHCYSI10184",200,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria rechingeri","Nalepa, 1903"
"AHCYSI10185",201,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria rudis","Nalepa, 1902"
"AHCYSI10186",202,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria sanguisorbae","Canestrini, 1892"
"QMK0Y2TAFKE",203,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria schlechtendali","Nalepa, 1892"
"AHCYSI10187",204,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria silenes","Liro, 1940"
"AHCYSI10188",205,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria solida","Nalepa, 1892"
"AHCYSI10189",206,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria squalida","Nalepa, 1892"
"C95E4TMP222",207,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria subtilis","Nalepa, 1892"
"PRDYUWGWBJ2",208,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria tenella","Nalepa, 1892"
"AHCYSI10190",209,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria tenuis","Nalepa, 1891"
"AHCYSI10191",210,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria thomasi","Nalepa, 1889"
"AVI80HOXZKD",211,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria trifolii","Nalepa, 1892"
"2DB6FYF0SIA",212,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria tristriata","Nalepa, 1890"
"AHCYSI10192",213,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria tuberculata","Nalepa, 1891"
"AHCYSI10193",214,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria tulipae","Keifer, 1938"
"E7SQ7I98WPC",215,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria ulmi","Garman, 1883"
"AHCYSI10194",216,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria unguiculata","Canestrini, 1891"
"AHCYSI10195",217,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria varia","Nalepa, 1892"
"AHCYSI10196",218,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria vitalbae","Canestrini, 1892"
"TJVZPP9MUVB",219,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Acericecis","Acericecis vitrina","Kieffer, 1909"
"AHCYFAPCSEX",220,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Acericerus","Acericerus heydenii","Kirschbaum, 1868"
"B70C13F4414",221,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Acericerus","Acericerus ribauti","Nickel & Remane, 2002"
"AHCYFAPCUGU",222,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Acericerus","Acericerus vittifrons","Kirschbaum, 1868"
"X2BC5IDNUM3",223,"Animalia","Arthropoda","Insecta","Diptera","Scathophagidae","Acerocnema","Acerocnema macrocera","Meigen, 1826"
"AHCYSICGSJD",224,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Acetropis","Acetropis carinata","Herrich-Schaeffer, 1841"
"AHCYSICGTJW",225,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Acetropis","Acetropis gimmerthalii","Flor, 1860"
"F5ZU4BMMH9Z",226,"Animalia","Annelida","Oligochaeta","Tubificida","Enchytraeidae","Achaeta","Achaeta eiseni","Vejdovský, 1878"
"RX7W9BSUTC0",227,"Animalia","Arthropoda","Malacostraca","Decapoda","Inachidae","Achaeus","Achaeus cranchii","Leach, 1817"
"AHCYFATHNME",228,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Achaius","Achaius oratorius","Fabricius, 1793"
"AHCYFAZNQIE",229,"Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae","Achalcerinys","Achalcerinys lindus","Mercet, 1921"
"AHCYFBFUJHB",230,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Achalcus","Achalcus cinereus","Haliday in Walker, 1851"
"AHCYFBFUKHU",231,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Achalcus","Achalcus flavicollis","Meigen, 1824"
"AHCYFBFUMJQ",232,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Achalcus","Achalcus vaillanti","Bunhes, 1987"
"AHCYFBIHYMA",233,"Animalia","Arthropoda","Insecta","Diptera","Muscidae","Achanthiptera","Achanthiptera rohrelliformis","Robineau-Desvoidy, 1830"
"AHCYSI11664",234,"Animalia","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Achelia","Achelia echinata","Hodge, 1864"
"QB40SHE1QWK",235,"Animalia","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Achelia","Achelia laevis","Hodge, 1864"
"AHCYFBWSSFU",236,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Achenium","Achenium depressum","Gravenhorst, 1802"
"AHCYFBWSTKY",237,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Achenium","Achenium humile","Nicolai, 1822"
"AHCYFCMTVQH",238,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Acherontia","Acherontia atropos","Linnaeus, 1758"
"464553434",239,"Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Acheta","Acheta domesticus","Linnaeus, 1758"
"AHCYSI10337",240,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Achipteriidae","Achipteria","Achipteria coleoptrata","Linnaeus, 1758"
"AHCYSI10338",241,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Achipteriidae","Achipteria","Achipteria nitens","Nicolet, 1855"
"AHCYFCIOIWO",242,"Animalia","Arthropoda","Insecta","Lepidoptera","Drepanidae","Achlya","Achlya flavicornis","Linnaeus, 1758"
"AHCYFCMNAEG",243,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Achroia","Achroia grisella","Fabricius, 1794"
"AHCYSI02009",244,"Animalia","Nematoda","Adenophorea","Chromadorida","Achromadoridae","Achromadora","Achromadora pseudomicoletzkyi","Van der Linde, 1938"
"AHCYSI02008",245,"Animalia","Nematoda","Adenophorea","Chromadorida","Achromadoridae","Achromadora","Achromadora ruricola","De Man, 1880"
"AHCYSI02007",246,"Animalia","Nematoda","Adenophorea","Chromadorida","Achromadoridae","Achromadora","Achromadora tenax","De Man, 1876"
"AHCYSI02006",247,"Animalia","Nematoda","Adenophorea","Chromadorida","Achromadoridae","Achromadora","Achromadora terricola","De Man, 1880"
"AHCYFAZRZQR",248,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides acerianus","Askew, 1974"
"AHCYFAZSANJ",249,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides atys","Walker, 1839"
"AHCYFAZSCOU",250,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides bukkensis","Erdös, 1958"
"AHCYFAZSDLB",251,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides butus","Walker, 1839"
"AHCYFAZSEQF",252,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides carpinii","Bryan, 1980"
"AHCYFAZSFQX",253,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides cilla","Walker, 1839"
"AHCYSI00411",254,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides cruentus","Hansson, 1983"
"AHCYFAZSGNE",255,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides latreillii","Curtis, 1826"
"AHCYFAZSHJL",256,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides niveipes","Thomson, 1878"
"AHCYFAZSIKD",257,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides splendens","Delucchi, 1954"
"AHCYFAZSJGK",258,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides suprafolius","Askew, 1974"
"AHCYFAZSKCR",259,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides zwoelferi","Delucchi, 1954"
"7XAIY0LP3IE",260,"Animalia","Arthropoda","Maxillopoda","Siphonostomatoida","Lernaeopodidae","Achtheres","Achtheres percarum","Von Nordmann, 1832"
"AHCYFBHTYCQ",261,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Achyrolimonia","Achyrolimonia decemmaculata","Loew, 1873"
"56439D445C9",262,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Achyrolimonia","Achyrolimonia neonebulosa","Alexander, 1924"
"486764001",263,"Animalia","Mollusca","Gastropoda","Architaenioglossa","Aciculidae","Acicula","Acicula fusca","Montagu, 1803"
"AHCYFBNUBGV",264,"Animalia","Arthropoda","Insecta","Diptera","Tephritidae","Acidia","Acidia cognata","Wiedemann, 1817"
"OBLKIQYOHCX",265,"Animalia","Arthropoda","Malacostraca","Amphipoda","Acidostomatidae","Acidostoma","Acidostoma obesum","Bate, 1862"
"AHCYFBWSUZA",266,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Acidota","Acidota crenata","Fabricius, 1793"
"AHCYFBWSVVH",267,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Acidota","Acidota cruentata","Mannerheim, 1830"
"AHCYFBTYSFS",268,"Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Acilius","Acilius canaliculatus","Nicolai, 1822"
"AHCYFBTYTGK",269,"Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Acilius","Acilius sulcatus","Linnaeus, 1758"
"AHCYFBNUCZI",270,"Animalia","Arthropoda","Insecta","Diptera","Tephritidae","Acinia","Acinia corniculata","Zetterstedt, 1819"
"IY9670S4IWB",271,"Animalia","Chordata","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser","Acipenser baerii","Brandt, 1869"
"460231E4C31",272,"Animalia","Chordata","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser","Acipenser gueldenstaedtii","Brandt & Ratzeburg, 1833"
"B60EBE4E4C",273,"Animalia","Chordata","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser","Acipenser ruthenus","Linnaeus, 1758"
"F0807844E85",274,"Animalia","Chordata","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser","Acipenser stellatus","Pallas, 1771"
"455863821",275,"Animalia","Chordata","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser","Acipenser sturio","Linnaeus, 1758"
"F81D1E3419E",276,"Animalia","Arthropoda","Insecta","Hemiptera","Psyllidae","Acizzia","Acizzia uncatoides","Ferris & Klyver, 1932"
"AHCYFATHPAG",277,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Aclastus","Aclastus eugracilis","Horstmann, 1980"
"AHCYFATHQAY",278,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Aclastus","Aclastus gracilis","Thomson, 1884"
"AHCYFATHQXF",279,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Aclastus","Aclastus micator","Gravenhorst, 1807"
"AHCYFATHRXX",280,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Aclastus","Aclastus minutus","Bridgman, 1886"
"AHCYFATHSUE",281,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Aclastus","Aclastus solutus","Thomson, 1884"
"AHCYFCMYHJC",282,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris abietana","Hübner, 1822"
"AHCYFCMYIFJ",283,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris aspersana","Hübner, 1817"
"AHCYFCMYJGN",284,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris bergmanniana","Linnaeus, 1758"
"AHCYFCMYKCU",285,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris comariana","Lienig & Zeller, 1846"
"AHCYFCMYKZB",286,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris cristana","Denis & Schiffermüller, 1775"
"AHCYFCMYLVH",287,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris emargana","Fabricius, 1775"
"AHCYFCMYMRO",288,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris ferrugana","Denis & Schiffermüller, 1775"
"AHCYFCMYNSG",289,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris forsskaleana","Linnaeus, 1758"
"AHCYFCMYOON",290,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris hastiana","Linnaeus, 1758"
"AHCYFCMYPKU",291,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris holmiana","Linnaeus, 1758"
"AHCYFCMYQHB",292,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris hyemana","Haworth, 1811"
"AHCYFCMYRHT",293,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris kochiella","Goeze, 1783"
"AHCYFCMYSEA",294,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris laterana","Fabricius, 1794"
"AHCYFCMYTAG",295,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris lipsiana","Denis & Schiffermüller, 1775"
"AHCYFCMYUAZ",296,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris literana","Linnaeus, 1758"
"AHCYFCMYUXR",297,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris logiana","Clerck, 1759"
"AHCYFCMYVYK",298,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris lorquiniana","Duponchel, 1835"
"AHCYFCMYWZC",299,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris notana","Donovan, 1806"
"AHCYFCMYXVJ",300,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris permutana","Duponchel, 1836"
"AHCYFCMYYRP",301,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris quercinana","Zeller, 1849"
"AHCYFCMYZNW",302,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris rhombana","Denis & Schiffermüller, 1775"
"AHCYFCMZAOP",303,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris rufana","Denis & Schiffermüller, 1775"
"AHCYFCMZBKV",304,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris scabrana","Denis & Schiffermüller, 1775"
"AHCYFCMZCHC",305,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris schalleriana","Linnaeus, 1761"
"AHCYFCMZDDJ",306,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris shepherdana","Stephens, 1852"
"AHCYFCMZEEB",307,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris sparsana","Denis & Schiffermüller, 1775"
"MJ52NCODS5G",308,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris umbrana","Hübner, 1799"
"AHCYFCMZFAI",309,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris variegana","Denis & Schiffermüller, 1775"
"AHCYFBGHOFD",310,"Animalia","Arthropoda","Insecta","Diptera","Drosophilidae","Acletoxenus","Acletoxenus formosus","Loew, 1864"
"AHCYSI07763",311,"Animalia","Arthropoda","Insecta","Hymenoptera","Diapriidae","Aclista","Aclista cantiana","Curtis, 1831"
"AHCYSI07860",312,"Animalia","Arthropoda","Insecta","Hymenoptera","Diapriidae","Aclista","Aclista soror","Kieffer, 1909"
"AHCYFARESQG",313,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Aclitus","Aclitus obscuripennis","Foerster, 1862"
"AHCYFBWPXWO",314,"Animalia","Arthropoda","Insecta","Coleoptera","Silphidae","Aclypea","Aclypea opaca","Linnaeus, 1758"
"AHCYFBWPYXH",315,"Animalia","Arthropoda","Insecta","Coleoptera","Silphidae","Aclypea","Aclypea undata","Müller, 1776"
"AHCYFBROVXX",316,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Acmaeops","Acmaeops marginatus","Fabricius, 1781"
"AHCYFBIUKNM",317,"Animalia","Arthropoda","Insecta","Diptera","Mycetophilidae","Acnemia","Acnemia longipes","Winnertz, 1863"
"AHCYFBIULOF",318,"Animalia","Arthropoda","Insecta","Diptera","Mycetophilidae","Acnemia","Acnemia nitidicollis","Meigen, 1818"
"Z0OGBP5IOE3",319,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Acoenonia","Acoenonia europaea","Mamaev, 1964"
"AHCYFATHUND",320,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Acolobus","Acolobus sericeus","Wesmael, 1845"
"AHCYSIBRUDR",321,"Animalia","Arthropoda","Insecta","Hemiptera","Anthocoridae","Acompocoris","Acompocoris alpinus","Reuter, 1875"
"AHCYSIBRVEJ",322,"Animalia","Arthropoda","Insecta","Hemiptera","Anthocoridae","Acompocoris","Acompocoris pygmaeus","Fallén, 1807"
"AHCYFCITORC",323,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Acompsia","Acompsia cinerella","Clerck, 1759"
"AHCYFCITPRU",324,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Acompsia","Acompsia schmidtiellus","von Heyden, 1848"
"AHCYSICAPKH",325,"Animalia","Arthropoda","Insecta","Hemiptera","Lygaeidae","Acompus","Acompus rufipes","Wolff, 1804"
"AHCYFCLMJZL",326,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acontia","Acontia lucida","Hufnagel, 1766"
"AHCYFCLUQMJ",327,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acontia","Acontia trabealis","Scopoli, 1763"
"AHCYFBEDCRK",328,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Acricotopus","Acricotopus lucens","Zetterstedt, 1850"
"181C5734E62",329,"Animalia","Chordata","Aves","Passeriformes","Sturnidae","Acridotheres","Acridotheres ginginianus","Latham, 1790"
"5DA89D543F4",330,"Animalia","Chordata","Aves","Passeriformes","Sturnidae","Acridotheres","Acridotheres tristis","Linnaeus, 1766"
"AHCYFAREUEH",331,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Acrisis","Acrisis acutus","Tobias, 1983"
"AHCYFAREVBA",332,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Acrisis","Acrisis rarus","Tobias, 1983"
"AHCYFBUOZOF",333,"Animalia","Arthropoda","Insecta","Coleoptera","Histeridae","Acritus","Acritus homoeopathicus","Wollaston, 1857"
"3063ED846E2",334,"Animalia","Arthropoda","Insecta","Coleoptera","Histeridae","Acritus","Acritus komai","Lewis, 1879"
"AHCYFBUPAOX",335,"Animalia","Arthropoda","Insecta","Coleoptera","Histeridae","Acritus","Acritus nigricornis","Hoffmann, 1803"
"AHCYFCMRIUY",336,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis advenella","Zincken, 1818"
"AHCYFCMNBSI",337,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis consociella","Hübner, 1813"
"AHCYFCMRKAC",338,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis marmorea","Haworth, 1811"
"AHCYFCMNXMO",339,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis repandana","Fabricius, 1798"
"AHCYFCMNCOO",340,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis sodalella","Zeller, 1848"
"AHCYFCMRLAU",341,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis suavella","Zincken, 1818"
"AHCYFCMNYNG",342,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis tumidana","Denis & Schiffermüller, 1775"
